len,uniqs
44,42
12,12
335,161
11,11
6,6
174,119
240,105
19,19
103,92
122,75
17,17
11,11
28,21
1,1
52,40
16,13
300,92
2,2
65,51
16,16
81,67
11,11
20,20
19,14
24,20
4,4
135,90
6,6
32,23
2,2
127,81
3,3
8,8
9,9
10,10
8,8
19,19
27,26
192,101
23,17
48,35
2,2
63,58
8,8
2,2
3,3
9,9
9,9
6,5
29,24
19,17
29,27
3,3
44,37
27,27
3,3
36,28
18,14
15,15
21,21
7,7
54,50
18,11
9,9
59,52
52,45
17,17
9,9
24,24
20,15
6,6
6,6
7,7
166,75
53,36
13,13
2,2
3,3
6,6
8,8
4,4
42,27
20,20
20,16
1,1
4,4
9,9
5,5
3,3
10,10
20,20
10,10
10,10
40,34
2,2
4,4
7,7
10,10
1,1
2,2
183,109
16,16
71,64
54,32
32,32
34,29
12,10
14,14
20,17
92,60
12,12
117,69
7,7
5,5
17,17
13,13
8,8
27,26
10,10
14,14
36,24
24,24
5,5
94,72
10,10
117,66
2,2
13,13
2,2
16,16
51,46
10,10
13,13
15,15
6,6
34,31
23,20
2,2
1,1
6,6
12,12
35,30
17,16
7,5
2,2
21,21
23,23
27,26
25,22
7,7
2,2
41,39
27,23
331,115
3,3
36,36
2,2
11,8
17,17
23,18
19,19
29,23
15,15
20,15
22,22
9,9
367,157
1,1
8,8
10,10
21,21
93,45
13,8
20,16
7,7
10,10
285,155
4,3
7,7
16,12
11,10
47,40
3,3
18,16
6,6
67,53
26,26
14,14
41,27
1,1
4,4
3,3
14,14
6,6
28,25
27,25
3,3
43,36
17,16
76,60
10,7
7,7
20,13
38,38
11,11
22,22
15,15
13,13
10,10
16,16
3,3
93,75
19,17
4,4
37,36
23,21
7,7
17,14
10,10
8,5
12,11
12,12
10,10
14,14
8,8
8,8
9,8
3,3
20,17
4,4
4,4
9,9
8,8
43,38
127,88
7,7
50,31
58,31
15,15
5,5
55,39
11,11
57,46
101,62
25,25
2,2
37,31
41,37
70,55
5,5
88,48
29,28
6,6
5,5
44,30
13,13
2,2
49,47
42,32
36,35
20,18
5,5
10,10
6,6
62,52
267,152
4,4
37,33
19,19
8,8
7,7
23,23
4,3
89,67
36,32
5,5
4,4
13,13
19,15
5,5
30,30
18,18
4,4
13,13
6,6
66,55
1,1
36,36
194,119
6,6
43,30
89,72
39,39
26,23
4,4
8,8
15,15
23,23
3,3
28,28
13,13
28,22
15,15
39,32
11,11
20,14
114,77
67,50
48,45
14,13
7,7
103,74
5,5
10,9
4,4
5,5
7,7
4,4
61,40
7,7
17,17
18,18
27,22
32,30
10,8
5,5
36,28
32,29
10,6
2,2
11,11
33,30
12,12
5,5
12,12
85,61
8,8
18,18
28,28
5,5
8,8
17,17
5,5
35,33
53,37
14,14
2,2
410,170
8,8
2,2
7,7
19,19
4,4
21,20
14,14
7,7
9,9
29,27
14,14
1,1
8,8
17,17
22,16
12,12
10,10
8,8
2,2
9,9
97,61
153,100
2,2
12,12
633,282
12,10
36,31
6,6
11,11
14,14
10,10
7,7
21,21
9,9
13,13
29,29
12,12
11,11
7,7
11,10
2,2
5,5
3,3
59,31
15,15
50,33
6,6
4,4
10,8
17,17
30,30
22,22
83,57
7,7
74,64
6,6
22,16
16,16
18,18
10,9
5,5
10,10
10,10
4,4
9,9
127,89
21,19
14,11
11,11
30,25
23,23
6,6
29,29
3,3
23,15
12,11
18,18
17,17
26,26
50,49
20,20
9,9
28,28
68,34
36,29
6,6
16,13
34,30
2,2
6,6
3,3
29,29
3,3
12,12
24,24
100,54
10,10
11,10
24,20
24,20
6,5
20,20
6,6
24,15
29,28
5,5
11,11
7,7
4,4
1,1
5,5
17,17
44,41
4,4
506,123
19,17
15,13
96,57
56,38
43,37
40,23
35,32
7,7
5,5
15,15
6,6
11,10
20,19
26,26
27,12
17,16
11,11
18,18
38,30
21,21
12,10
8,8
2,2
5,5
67,49
20,20
25,23
19,19
45,32
17,17
15,15
31,25
21,21
6,6
15,13
11,11
22,21
3,3
22,22
20,20
5,5
8,8
3,3
24,23
26,22
132,62
34,20
6,3
165,91
8,8
2,2
13,13
7,7
35,35
34,31
1,1
28,28
19,16
33,19
42,42
8,8
30,29
2,2
10,10
8,8
14,14
58,38
1,1
75,61
4,4
124,99
7,7
11,11
19,19
3,3
7,7
5,5
7,7
2,2
18,18
6,6
3,3
31,24
63,45
23,15
3,3
17,17
7,7
18,18
54,39
11,11
9,9
7,7
12,12
6,6
13,13
3,3
13,13
35,29
12,12
50,34
4,4
7,7
20,17
10,10
14,14
15,15
6,6
2,2
17,17
13,13
13,13
30,30
7,7
63,57
8,8
39,31
3,3
11,11
9,9
26,26
333,160
39,31
28,28
36,36
17,17
76,59
6,6
81,54
2,2
18,18
4,4
16,16
20,20
55,51
6,6
7,7
154,79
17,17
8,8
8,8
8,8
27,22
163,87
7,7
10,10
4,4
20,19
5,5
17,17
26,23
10,10
16,16
24,17
13,13
3,3
17,17
3,3
6,6
15,14
41,37
9,9
25,25
11,11
4,4
8,8
241,109
12,12
4,4
55,41
50,50
24,24
6,6
15,15
1,1
14,14
10,10
56,37
20,20
26,20
31,24
30,27
14,13
37,27
6,6
9,9
24,24
25,24
45,43
8,8
15,13
27,26
12,12
39,33
2,2
5,5
61,47
118,73
9,9
8,8
49,46
43,25
42,31
3,3
12,12
19,19
95,75
86,58
1,1
52,40
16,14
5,5
75,58
12,12
7,7
42,25
7,7
40,31
47,40
7,7
15,15
33,33
81,64
16,14
37,33
9,9
108,75
15,15
16,16
32,32
10,10
24,24
49,28
5,5
44,35
18,18
24,24
3,3
7,7
22,22
55,43
58,45
7,7
19,19
24,24
15,14
5,5
19,19
46,34
11,11
42,31
12,12
6,6
2,1
20,18
30,26
72,61
5,5
6,6
20,20
126,62
25,21
51,37
28,28
42,36
5,5
108,78
2,2
14,14
7,7
6,6
15,13
38,38
136,71
79,74
32,28
16,16
8,8
9,9
5,5
2,2
7,7
19,19
27,23
5,5
15,15
67,54
33,32
34,32
129,71
66,59
26,22
25,23
2,2
9,9
29,26
29,29
3,3
49,32
20,17
251,121
33,32
3,3
29,26
21,21
26,22
12,12
6,6
7,7
20,18
11,8
4,4
23,23
9,9
59,50
4,4
14,13
11,11
8,8
55,30
11,11
6,6
32,29
2,2
2,2
10,8
42,38
24,23
28,21
30,30
11,11
10,10
54,45
2,2
14,14
5,5
27,27
57,30
12,12
24,24
12,12
776,303
2,2
2,2
4,4
7,7
28,28
22,22
29,26
34,30
9,9
21,21
4,3
7,7
182,95
10,10
149,103
13,13
34,32
17,17
24,24
10,10
43,31
9,9
2,2
55,45
27,25
10,10
25,17
43,31
5,5
118,87
18,16
23,23
11,11
4,4
2,2
45,28
4,4
17,17
4,4
13,13
2,2
30,28
17,17
37,37
6,6
7,6
134,58
16,16
13,13
226,127
7,7
3,3
3,3
75,51
4,4
24,24
28,25
34,30
31,31
6,6
19,19
29,29
40,34
15,15
118,75
26,21
1,1
1,1
148,76
69,41
52,36
7,5
11,11
64,42
5,5
7,7
8,8
28,28
12,12
52,37
17,14
17,15
12,12
6,6
13,13
9,9
16,16
2,2
11,11
57,46
46,35
58,43
53,46
12,12
3,3
106,53
41,41
258,88
14,14
11,11
10,10
98,83
21,16
61,51
26,25
31,31
16,16
115,86
75,58
5,5
27,27
15,15
7,7
5,5
42,32
183,100
85,65
168,91
7,7
4,4
26,26
15,15
2,2
36,31
18,18
15,13
50,41
10,10
15,15
14,14
22,17
30,24
56,50
57,34
2,2
34,34
7,7
4,4
10,10
24,20
12,12
5,5
20,19
10,10
31,27
1,1
10,9
149,74
3,3
43,37
31,26
15,15
2,2
71,51
10,9
30,17
37,37
95,53
23,23
41,35
4,4
3,3
26,17
73,54
9,9
11,11
9,9
2,2
57,52
42,36
89,67
9,9
13,13
25,22
23,22
44,38
7,7
9,9
26,24
46,36
12,12
10,10
5,5
102,72
5,5
4,4
13,13
69,43
20,14
2,2
6,6
9,9
5,5
7,7
197,101
4,4
16,16
22,14
46,37
51,35
74,60
45,36
10,10
12,12
1,1
6,6
16,16
10,10
3,3
36,32
25,17
26,26
35,29
38,38
77,63
3,3
51,43
30,20
8,8
8,8
11,11
34,30
21,17
21,21
15,15
3,3
7,7
38,29
32,24
47,38
14,12
11,11
41,36
5,5
26,24
8,8
12,12
7,7
10,10
92,49
14,12
6,6
75,65
11,11
12,12
55,52
10,10
25,25
3,3
2,2
2,2
26,21
42,39
5,4
9,9
11,11
85,62
6,6
76,57
13,13
12,8
51,39
108,69
79,69
10,10
39,27
14,14
20,20
92,72
41,30
20,19
83,72
5,5
26,26
23,23
17,13
39,28
14,14
72,49
5,5
42,33
1,1
27,27
50,34
10,10
7,7
1,1
20,16
4,4
15,11
22,22
23,23
6,6
78,54
273,169
12,12
143,100
11,11
11,11
15,15
14,14
81,69
11,11
10,10
17,17
11,11
12,12
50,33
4,2
11,11
11,11
97,60
106,73
33,33
4,4
48,45
11,11
20,14
12,12
57,46
15,15
19,17
13,12
4,4
19,19
58,46
240,137
11,11
28,28
58,46
6,6
4,4
14,14
5,5
6,6
34,31
20,20
2,2
17,17
244,106
5,5
7,7
5,5
10,10
60,37
19,19
9,9
11,10
12,12
41,37
3,3
69,46
19,19
20,20
39,37
33,22
13,13
74,53
5,5
15,14
29,22
71,39
10,10
38,38
34,34
176,78
76,48
130,43
12,12
20,16
3,3
16,15
2,2
12,11
6,6
4,4
12,12
42,35
7,7
15,15
7,7
5,5
21,17
435,147
9,9
25,25
14,14
4,4
39,32
4,4
12,12
6,6
18,18
10,10
33,29
70,43
6,6
67,51
32,23
4,4
11,11
7,7
51,36
39,37
16,16
28,22
17,16
35,31
49,49
6,5
19,19
1,1
69,48
27,27
197,102
29,23
12,12
5,5
72,42
21,18
9,9
13,13
7,7
49,48
57,49
28,17
26,26
1,1
13,13
22,19
51,51
5,5
4,4
25,25
173,128
37,33
53,51
3,3
5,5
42,30
18,15
12,12
23,22
49,43
9,9
66,51
16,16
39,22
18,18
10,10
19,19
6,6
11,10
17,12
17,17
10,7
58,34
4,4
2,2
257,134
28,28
4,4
5,5
5,5
5,5
16,11
5,5
11,11
15,15
4,4
38,28
1,1
4,4
12,12
4,4
14,14
20,20
14,14
4,4
7,7
3,3
6,6
5,5
37,19
47,46
5,5
15,14
2,2
105,82
81,57
2,2
2,2
13,9
29,29
9,9
13,13
2,2
53,47
3,3
23,21
12,11
76,66
91,57
90,78
12,12
17,15
16,11
204,105
38,38
54,47
1,1
34,27
15,12
4,3
1,1
17,17
24,24
10,10
7,7
7,7
3,3
10,10
1,1
50,35
30,27
27,22
6,6
5,5
7,7
16,16
10,10
3,3
11,11
20,20
7,7
3,3
4,4
5,5
6,6
6,6
11,11
70,40
13,13
10,10
33,26
14,14
28,21
39,38
11,11
12,11
4,4
5,5
5,5
15,15
10,10
14,14
1,1
10,10
3,3
60,36
264,109
63,54
12,12
7,7
37,25
30,20
5,5
120,100
8,8
9,9
1,1
12,12
13,13
22,18
8,8
28,28
24,19
8,8
99,72
29,26
22,22
14,14
4,4
3,3
5,5
16,14
26,26
62,47
3,3
7,7
22,21
12,12
8,8
93,58
26,20
12,12
6,6
10,10
204,130
80,46
77,44
7,7
42,38
6,6
17,17
11,11
6,6
1,1
46,38
5,5
15,15
54,48
5,4
2,2
6,6
41,35
22,21
10,10
7,7
58,49
213,90
33,29
9,9
40,33
44,44
10,10
4,4
19,19
13,13
28,18
36,36
19,19
20,20
100,64
21,21
9,9
5,5
4,4
15,15
3,3
21,21
8,8
10,10
8,8
64,53
4,4
6,6
2,2
25,24
13,13
23,20
52,31
7,7
2,2
5,5
3,3
43,34
20,18
4,4
10,10
79,47
9,9
9,6
11,11
57,46
59,50
2,2
9,9
17,17
70,55
86,51
14,14
76,61
13,12
32,32
11,11
16,14
11,11
77,50
5,5
13,13
5,4
13,13
19,19
27,23
39,34
38,33
50,38
79,44
8,8
58,45
73,52
20,20
22,22
7,7
32,30
8,8
84,63
56,56
49,38
34,34
26,20
5,5
54,45
5,5
8,8
35,35
7,7
19,19
6,6
17,17
64,40
109,85
2,2
38,34
15,12
7,7
8,8
34,34
8,5
7,7
17,16
8,8
87,67
13,11
27,24
497,159
20,20
41,35
13,13
3,3
18,16
8,7
15,15
11,11
38,38
13,13
16,16
18,18
47,39
41,41
32,29
20,20
10,10
22,22
9,9
9,9
123,54
116,69
98,64
15,15
10,10
1,1
33,28
107,80
12,12
3,3
114,64
9,8
2,2
60,49
12,12
14,14
98,68
10,7
216,123
30,30
25,20
65,47
2,2
16,16
27,22
62,36
32,27
44,43
26,25
7,7
36,36
16,16
5,5
10,9
12,10
132,103
20,20
10,10
15,13
10,10
11,11
39,30
8,8
56,42
40,40
8,8
45,32
53,34
4,4
17,17
45,34
3,3
29,22
5,5
29,28
70,58
9,9
13,11
364,168
3,3
76,57
4,4
87,51
16,16
35,35
69,61
34,28
8,8
5,5
29,29
9,9
9,9
8,8
47,40
15,13
3,3
286,139
8,8
66,52
36,29
7,7
402,151
60,42
39,24
11,11
6,6
17,12
2,2
8,8
24,24
4,4
3,3
5,5
13,13
5,5
9,9
14,14
24,22
5,5
16,15
35,35
5,5
50,33
10,10
9,9
11,8
47,38
8,8
17,17
15,11
50,42
7,7
6,6
6,6
18,18
12,12
68,45
104,68
4,3
37,31
22,19
1,1
8,8
14,10
10,10
71,63
70,50
6,6
7,7
14,14
54,44
5,5
13,13
20,18
100,77
9,9
62,52
3,3
67,50
32,32
28,28
43,41
16,16
183,122
7,7
27,25
7,7
30,30
59,39
9,9
49,48
5,5
11,11
22,17
16,16
12,12
5,5
342,145
15,12
152,97
10,10
30,19
4,4
28,27
17,17
3,3
3,3
4,4
20,20
51,45
24,24
17,17
23,12
7,7
5,5
23,23
76,48
17,17
4,4
69,55
53,31
22,22
38,23
7,7
4,4
12,12
58,36
38,35
3,3
13,13
41,37
13,13
38,36
38,38
156,83
15,14
9,7
61,46
150,83
28,28
39,39
44,32
8,6
27,20
52,45
34,31
37,26
39,39
5,5
35,26
1,1
34,32
29,25
84,47
16,16
37,28
46,46
49,40
108,97
24,19
16,13
5,5
120,71
22,22
23,20
8,8
25,21
6,6
51,47
24,24
9,9
96,69
8,8
3,3
50,33
14,14
10,10
45,30
19,17
116,82
62,43
14,14
16,16
6,6
6,6
26,24
16,16
12,12
6,6
14,14
38,29
42,32
28,28
7,5
118,83
45,38
12,12
154,70
1,1
59,41
2,2
15,15
27,26
13,13
3,3
8,8
2,2
29,25
35,35
20,20
12,12
9,8
30,29
74,47
5,5
17,15
11,11
124,61
81,57
9,9
14,14
3,3
15,15
29,29
21,16
8,8
17,17
14,14
6,6
60,40
17,17
8,8
16,15
13,13
38,31
19,19
7,7
32,26
17,17
5,5
79,53
312,153
11,11
4,4
74,34
17,17
7,6
87,59
8,8
4,4
131,95
53,38
20,20
1,1
41,34
10,10
28,25
5,5
1,1
5,5
109,48
16,16
12,12
16,16
20,20
2,2
6,6
5,5
9,9
19,19
11,11
21,17
22,22
15,15
12,12
107,66
52,42
9,7
3,3
401,184
3,3
14,14
37,37
13,13
189,110
7,7
11,11
10,10
7,7
7,7
13,13
7,7
35,29
7,7
28,28
9,9
12,9
9,7
18,18
18,13
5,5
412,167
5,5
14,14
32,32
121,56
4,4
11,11
12,12
410,165
99,77
31,26
15,14
4,3
13,13
14,14
23,23
51,37
43,43
5,5
7,7
25,18
9,9
17,17
15,15
73,46
24,24
2,2
15,15
19,19
19,19
50,35
11,11
10,10
21,17
6,6
14,14
161,95
2,2
13,11
23,16
22,18
7,7
56,52
44,34
8,8
21,18
11,11
29,23
11,11
31,26
5,5
18,15
9,9
14,14
40,37
6,6
15,14
24,20
3,3
7,5
10,10
3,3
181,132
3,3
86,70
21,21
22,22
53,41
10,10
3,3
7,7
61,42
9,9
27,23
32,30
10,10
4,4
12,12
2,2
39,39
135,85
18,18
23,18
22,22
13,13
30,30
50,36
7,7
31,27
15,14
38,38
15,13
4,4
146,73
7,7
7,7
118,93
5,5
23,23
24,24
98,57
10,10
5,5
16,16
20,20
46,39
1,1
72,70
38,32
46,46
17,17
14,14
22,22
12,12
5,5
88,55
55,49
27,23
7,7
7,7
4,4
6,6
20,19
6,6
53,36
6,6
12,12
35,34
96,65
6,6
5,5
38,36
96,56
6,6
13,13
15,15
51,51
9,9
20,19
72,51
3,3
27,22
16,16
7,5
33,30
57,38
13,13
27,18
5,5
4,4
7,7
11,11
3,3
30,28
2,2
4,4
12,12
24,24
55,50
13,13
9,9
18,18
6,6
7,7
17,17
26,23
56,32
25,23
36,33
12,6
77,61
42,41
15,15
70,47
62,46
8,8
4,4
21,21
40,39
35,22
24,24
127,82
10,10
10,10
16,16
39,36
4,4
9,9
23,23
14,14
18,18
11,11
108,59
9,9
9,8
16,16
8,8
3,3
3,3
63,48
9,9
77,60
9,9
15,15
8,8
11,11
33,33
11,11
2,2
2,2
4,4
89,44
25,25
31,31
16,16
4,4
43,27
15,15
2,2
5,5
45,45
13,13
19,19
24,15
36,30
4,4
724,339
20,19
4,4
37,36
9,9
7,7
10,10
261,76
10,10
10,10
31,31
6,6
28,22
65,46
7,7
28,26
9,9
9,9
15,15
8,8
8,8
2,2
1,1
7,7
3,3
21,21
16,16
23,22
5,5
39,37
31,19
11,11
32,26
53,38
58,40
25,25
272,132
24,21
10,10
9,9
33,23
7,7
9,9
10,10
6,6
33,33
52,39
5,5
4,4
12,12
35,25
46,44
4,4
79,53
44,37
7,7
9,9
8,8
7,7
113,72
7,7
139,74
4,4
15,10
19,19
15,13
34,28
35,32
7,6
11,11
29,22
2,2
18,18
4,4
6,6
68,47
10,10
4,4
9,8
1,1
9,9
9,9
6,6
13,11
56,47
8,8
93,65
3,3
43,36
4,4
26,21
4,4
49,47
34,32
17,17
55,55
9,9
23,22
61,50
22,22
5,5
19,19
19,15
52,21
4,4
13,13
6,6
89,54
26,22
40,40
204,106
12,12
11,11
13,9
7,7
20,20
11,11
12,12
54,48
17,17
6,6
8,8
9,9
6,6
26,16
64,53
36,25
11,11
6,6
2,2
2,2
209,75
45,45
7,7
94,67
24,22
10,10
42,39
28,25
32,31
27,26
41,29
12,12
8,8
3,3
6,6
7,7
13,10
7,7
46,46
1,1
16,16
8,8
13,13
7,7
17,17
10,10
38,27
10,10
7,7
3,3
113,70
45,35
5,5
31,29
105,72
5,5
2,2
10,10
23,23
70,59
6,6
17,13
36,25
11,11
149,87
77,41
6,6
28,28
15,14
7,7
19,19
30,23
10,10
8,8
10,10
109,84
9,9
5,5
48,34
6,6
22,22
20,20
3,3
14,11
4,4
8,8
3,3
4,4
3,3
2,2
29,24
8,8
23,19
36,24
31,25
4,4
45,40
101,74
3,3
36,31
27,24
15,10
18,17
6,6
12,11
22,22
632,272
5,5
21,21
6,6
6,6
24,24
207,136
13,10
49,44
7,6
1,1
7,7
16,16
4,4
7,7
7,7
5,5
8,8
14,12
14,14
14,14
16,12
12,12
31,31
4,4
3,3
230,116
21,17
17,17
15,15
10,10
22,22
7,7
4,4
13,13
11,11
96,53
10,9
11,11
39,32
4,4
6,6
57,50
36,26
31,29
16,16
39,28
13,13
26,26
6,6
124,84
2,2
21,17
14,11
11,11
2,2
72,44
18,18
2,2
17,17
4,4
8,8
4,4
27,26
40,28
23,23
31,24
10,10
7,7
6,6
4,4
28,24
14,14
14,12
38,38
54,32
6,6
39,29
6,6
18,17
13,13
5,5
12,12
18,12
14,14
14,12
15,15
8,8
12,12
192,100
8,8
21,20
19,19
2,2
64,50
23,23
124,93
1,1
27,19
60,50
5,5
7,7
21,21
7,7
32,32
72,50
212,97
42,39
9,9
93,57
7,7
4,4
2,2
52,40
13,9
16,16
2,2
10,10
189,107
36,35
3,3
10,10
15,12
4,4
30,30
21,21
13,13
20,20
41,41
5,5
4,4
5,5
6,6
115,82
17,15
5,5
54,38
13,13
23,23
7,7
6,6
4,4
19,13
16,16
36,32
29,29
10,10
4,4
10,10
9,9
30,30
126,58
21,20
3,3
3,3
12,7
5,5
25,25
11,11
13,13
157,88
22,22
26,21
7,7
9,9
35,35
6,6
13,13
2,2
10,10
3,3
15,15
247,116
13,12
83,65
6,4
6,6
11,11
172,103
9,9
12,12
6,6
41,35
32,31
12,12
43,36
8,8
62,43
25,23
5,5
4,4
6,6
6,6
7,7
8,7
10,10
6,6
17,14
8,8
4,4
8,8
10,9
26,23
20,16
9,9
46,28
5,5
8,8
12,12
10,10
21,18
29,21
2,2
34,30
5,5
27,26
3,3
31,31
42,42
48,38
16,16
12,12
70,42
68,45
102,67
7,6
30,22
4,4
4,4
10,8
102,56
8,8
39,30
13,9
39,33
36,29
14,14
13,13
7,7
9,9
9,9
6,6
43,33
4,4
84,57
4,4
41,30
6,6
7,7
6,6
12,10
28,18
14,14
33,27
20,17
22,22
23,20
8,8
19,19
4,4
40,31
26,23
8,8
3,3
57,51
15,15
625,198
30,21
105,56
49,37
1,1
9,9
164,103
16,16
20,19
17,17
17,17
5,5
10,10
13,13
11,11
25,21
11,10
14,14
35,35
5,5
15,14
42,34
6,5
4,4
15,9
44,33
31,25
1,1
7,7
16,16
141,77
16,14
9,9
1,1
2,2
35,27
17,17
3,3
3,3
18,18
17,12
8,8
37,36
67,58
30,23
10,10
13,13
40,37
3,3
66,47
4,4
27,27
19,19
9,9
45,39
43,33
11,10
10,10
2,2
10,10
7,6
23,18
10,6
53,42
14,14
5,5
5,5
23,20
18,18
11,11
3,3
35,33
4,4
46,44
54,39
7,7
5,5
10,10
144,84
15,14
19,16
2,2
15,15
8,8
16,16
9,9
12,12
60,43
48,37
31,31
4,4
169,119
26,22
3,3
7,7
7,7
21,21
16,16
12,12
16,16
10,10
116,86
305,122
10,10
8,8
18,17
7,7
18,18
9,9
15,15
24,24
7,7
20,15
25,21
140,87
7,7
11,11
127,48
11,11
18,13
64,50
21,15
16,16
24,24
19,15
11,8
21,20
4,4
5,5
7,7
21,21
6,6
7,7
9,8
17,17
24,23
5,5
4,4
4,4
95,72
10,10
12,12
14,14
20,15
30,27
7,7
35,28
11,8
5,5
54,41
20,16
36,22
4,4
19,19
24,19
25,22
36,22
24,20
11,11
60,46
10,10
5,5
68,53
10,10
139,89
22,22
158,102
7,7
13,13
16,12
6,6
13,12
10,10
15,15
4,4
15,13
51,34
13,13
22,22
26,25
11,8
4,3
18,18
13,13
80,45
145,112
13,9
12,12
3,3
56,37
19,15
32,32
7,7
4,4
6,6
85,55
3,3
52,47
4,4
29,29
87,49
106,70
19,19
58,57
4,4
30,30
2,2
5,5
39,33
16,16
10,10
24,24
182,109
22,22
5,5
13,12
8,8
13,12
95,54
4,4
74,44
34,26
4,4
12,12
57,41
41,27
22,22
10,10
12,12
8,8
2,2
3,3
29,27
2,2
2,2
64,47
16,16
112,82
1,1
15,15
16,12
8,8
8,8
111,71
20,20
4,4
5,5
81,69
74,52
20,20
11,11
15,14
5,5
13,13
8,8
26,21
4,4
734,281
24,16
9,9
2,2
12,12
34,27
14,14
29,29
9,9
259,138
32,30
18,12
19,19
16,16
8,6
7,7
64,52
8,8
7,7
39,34
7,7
13,13
5,5
4,4
10,10
8,8
44,42
33,20
12,12
30,24
21,21
5,5
163,98
22,17
32,27
126,89
18,18
17,15
50,50
83,64
5,5
8,8
34,30
12,12
16,16
31,29
12,12
5,5
1,1
4,4
7,7
21,19
11,11
41,30
10,9
7,7
41,36
22,20
1,1
65,55
56,50
97,69
2,2
2,2
21,21
33,29
89,46
33,33
64,46
14,14
101,79
3,3
18,18
8,8
28,25
28,26
21,21
27,23
4,4
4,4
19,17
6,6
2,2
2,2
13,13
37,25
8,8
6,6
18,18
17,17
34,34
30,30
22,17
3,3
18,18
11,11
28,28
7,7
15,15
16,16
13,13
19,19
10,10
5,5
5,5
17,17
9,9
46,36
24,24
4,4
22,22
18,18
3,3
192,102
86,59
49,47
8,8
4,4
307,164
13,13
5,5
17,13
62,49
13,13
6,6
3,3
3,3
35,28
6,6
9,9
64,47
50,41
32,27
10,10
17,17
10,9
3,3
63,43
11,11
5,5
15,9
27,27
4,4
45,44
44,30
8,8
28,28
15,15
40,36
5,5
14,14
19,19
40,28
32,27
87,52
12,12
6,6
5,4
18,18
30,24
5,5
31,27
3,3
50,46
12,12
24,22
40,37
26,23
7,7
10,10
10,10
2,2
12,12
12,12
10,10
22,22
4,4
18,18
19,13
4,4
40,35
54,46
19,19
29,23
6,6
6,6
10,10
44,34
65,54
8,8
33,23
23,23
7,7
399,108
11,11
10,10
11,11
7,7
14,14
61,57
68,52
3,3
194,114
108,79
24,19
123,94
9,7
19,17
3,3
21,21
12,12
16,16
171,86
8,8
50,50
4,4
11,11
7,7
78,55
30,30
9,9
28,18
7,7
6,6
74,50
25,25
5,5
12,12
4,4
9,9
25,21
4,4
10,10
18,18
31,27
81,48
3,3
6,6
23,21
5,5
11,11
65,54
46,43
5,5
15,12
7,7
8,8
28,28
3,3
18,18
68,54
8,8
34,32
2,2
21,18
2,2
7,7
13,13
17,15
9,9
14,14
54,36
5,5
14,10
5,5
39,32
36,28
54,41
23,23
10,10
4,4
2,2
6,6
6,6
5,5
124,87
4,4
4,4
15,15
5,5
7,7
27,26
122,46
21,21
31,24
139,70
5,5
14,14
12,12
10,10
52,38
40,32
2,2
34,34
14,14
6,6
38,34
7,7
99,68
148,80
6,6
21,19
2,2
41,34
16,16
43,38
3,3
13,13
16,16
2,2
20,17
51,46
9,9
49,37
4,4
17,17
4,4
74,48
10,10
33,28
54,49
5,5
49,34
11,11
45,38
57,45
3,3
16,15
6,6
2,2
15,15
22,22
12,11
16,16
21,19
76,41
58,39
8,8
6,6
17,17
4,4
9,9
4,4
20,20
21,21
61,36
28,26
7,7
11,11
39,27
26,24
5,5
31,29
3,3
142,72
1,1
10,9
7,7
20,20
1,1
92,65
1,1
14,14
43,29
45,35
28,26
27,27
34,31
12,12
17,17
7,7
18,18
34,31
14,14
17,17
37,33
12,12
79,65
122,84
98,66
7,7
6,6
67,57
17,13
3,3
1,1
11,11
144,101
5,5
5,5
24,20
14,14
32,32
7,7
16,16
20,17
20,20
8,8
4,4
24,24
23,16
38,29
36,28
8,8
42,36
250,135
5,5
37,35
4,4
8,8
16,13
7,7
4,4
6,6
17,17
44,29
10,10
20,20
17,17
8,8
61,40
22,22
20,20
3,3
5,5
29,28
139,89
2,2
23,23
26,23
25,21
27,26
90,81
13,13
23,23
165,106
7,7
72,32
22,18
10,10
11,11
4,4
124,65
55,52
10,8
62,54
7,7
30,30
10,10
24,18
9,9
3,3
15,15
4,4
22,22
14,13
34,32
21,21
17,17
2,2
41,34
20,20
6,6
19,16
63,62
13,13
21,21
159,74
18,14
18,16
12,12
8,8
7,7
30,30
199,106
14,14
11,11
33,29
117,65
3,3
19,19
6,6
57,39
11,11
59,34
9,9
74,36
22,22
7,7
22,19
16,12
6,6
20,18
6,6
113,86
23,23
21,20
28,22
4,4
9,9
25,21
60,41
8,8
24,24
336,165
79,61
70,46
17,17
16,16
59,43
178,124
14,14
7,7
11,11
19,13
38,29
20,17
17,14
11,11
7,7
3,3
19,18
74,59
36,36
51,41
7,7
94,60
19,19
78,61
110,69
36,26
63,41
178,102
25,24
31,26
39,37
1,1
88,62
5,5
36,28
7,7
232,132
3,3
20,20
9,9
6,6
76,59
14,14
91,55
190,97
7,7
143,67
6,6
30,21
19,15
50,40
9,9
13,13
26,21
11,11
3,3
11,11
29,28
85,45
7,7
8,8
11,9
6,6
27,21
59,45
28,27
14,14
15,11
5,5
16,16
9,9
26,25
54,39
7,7
10,10
2,2
100,79
4,4
61,55
44,24
10,8
5,5
8,8
47,45
9,9
18,18
41,36
68,52
188,67
17,15
7,7
6,6
3,3
29,28
94,78
13,9
59,42
289,147
17,14
4,4
34,31
18,18
11,11
11,11
15,15
2,2
9,9
54,47
5,5
3,3
142,95
13,11
128,66
22,22
