len,uniqs
51860,1282
167,64
1445,234
12017,679
4151,440
151,101
2821,355
6297,486
3503,395
1683,439
9992,678
178,76
5827,498
743,153
648,184
8586,456
383,154
170,87
3206,389
17095,885
15597,521
3923,359
877,217
6163,376
6649,542
33,10
12643,725
5839,454
5586,440
193,137
4188,258
6870,647
7293,498
1951,348
1540,310
5306,624
11197,879
11070,930
124,98
622,198
1870,284
4573,453
6420,390
17963,904
827,177
3474,202
2277,193
453,175
74466,1876
518,122
169,125
439,121
2401,308
40689,1589
1972,247
677,200
1932,343
3043,224
1678,305
1587,330
7226,662
4610,218
349,111
25608,1044
1057,276
6332,347
4099,450
5532,384
213,92
179,72
345,112
1172,234
1188,204
332,138
4392,337
1132,250
2371,409
28981,924
473,125
4427,263
6957,347
1487,299
22792,1241
1538,259
5409,382
160,76
9037,532
576,160
227,114
24,15
12736,477
29694,1215
11693,604
646,169
11837,508
2208,219
14649,544
40668,1297
26417,1230
641,216
173,67
1680,313
339,140
228,128
15768,839
88,81
4566,486
188,149
1000,287
12337,1136
8662,842
267,143
26198,1055
9981,668
2382,269
26408,724
2493,204
202,92
9925,477
2579,257
147,99
1018,195
1795,306
438,38
2143,266
229,64
634,200
14698,887
38263,1158
187,103
82,47
1667,299
499,176
10868,369
28348,1302
381,135
8366,337
71,29
4455,263
6235,504
16970,698
2590,335
6339,607
2763,347
1322,213
3127,385
9121,481
2543,390
37928,1329
2963,293
3831,518
7655,615
2485,427
2300,174
4823,523
1733,205
13685,683
2768,248
9343,473
3472,355
12592,751
13926,762
1759,309
2807,315
2914,244
188,98
1279,318
6285,470
1302,247
711,269
636,121
827,248
15,11
2844,433
502,199
4305,450
10550,647
223,83
10905,673
10763,607
4566,366
2331,385
530,160
2141,451
262,123
1015,257
45,32
3393,422
596,197
51,45
569,155
207,45
7129,767
28170,1274
9636,494
407,98
5327,319
7575,434
198,75
26515,943
1753,364
9252,446
1495,372
3884,477
9047,757
6621,620
1214,246
8005,671
1262,286
5689,374
291,122
31,17
3542,459
1236,291
764,241
2629,319
4753,383
3181,307
31897,1062
162,125
683,189
902,297
10782,345
2630,329
12041,796
211,61
3347,363
1082,273
1973,292
3728,350
2507,397
247,99
2240,400
139,75
927,295
759,214
43603,1465
4139,330
6511,349
29673,1206
1834,292
1198,262
18,11
7238,614
7438,554
4126,355
30,22
767,116
16229,820
637,165
842,200
9839,350
21646,1055
717,163
1633,201
3026,321
1048,213
2497,333
698,201
38262,1408
11728,940
100,75
3274,395
11958,561
1770,362
10230,742
771,200
1337,403
10095,725
3999,360
100,87
50981,1499
2816,371
4641,423
2653,229
727,163
1359,305
593,87
1627,243
1147,211
4969,427
8896,519
11932,640
2847,449
17167,697
2320,279
1245,279
12780,663
727,125
285,162
81,61
9000,411
11155,676
2051,333
202,111
15628,687
36,35
6164,409
824,200
110,39
3243,457
5401,351
30842,1266
3829,380
9329,680
110,60
498,209
31,19
87,49
13086,765
1373,308
4311,311
967,288
2332,272
4298,146
237,94
701,257
31910,1323
54393,1788
4698,229
2215,389
6278,635
533,99
6098,411
6278,423
7465,391
1798,271
62,58
883,291
399,112
1516,280
361,109
2388,241
9336,510
7493,538
5753,365
343,74
40,38
984,199
433,211
487,102
542,167
7498,477
1527,117
924,159
14782,943
6133,476
7375,276
19567,812
792,219
390,143
5151,563
4185,327
28940,1452
117,96
1302,297
3440,365
5647,575
10230,559
838,187
1293,260
3609,401
3255,355
13565,766
8325,368
509,111
4042,260
293,156
113466,2643
346,102
5001,365
68505,1989
6391,386
2031,314
5276,288
75,39
234,135
65,49
1453,273
3309,438
7375,596
15973,803
8513,764
39186,1512
1679,360
2567,222
3330,237
1861,225
9668,645
10,8
1137,281
6045,415
30424,1191
4044,402
7989,413
7508,653
2131,315
2432,352
453,205
35153,1122
4828,401
5343,490
7548,667
5547,352
849,249
2355,312
2748,401
6897,699
703,234
5221,292
548,177
77,60
173,79
26867,1072
3810,428
1262,311
8747,576
8993,350
31,23
1237,219
60,42
3638,243
91,55
629,148
429,186
202,121
751,85
137,116
9078,552
3986,668
392,149
6426,320
64,50
3462,362
264,117
6497,481
1554,207
2884,408
1743,423
113,46
2349,158
4488,245
8659,449
2422,302
1366,170
11264,544
1922,245
4257,311
556,184
1528,262
1914,301
4399,482
10473,387
7488,525
6338,440
669,209
161,75
3491,240
6827,508
4176,269
4473,615
1189,349
2369,447
1096,213
1398,215
6265,294
12701,735
15041,832
807,276
23924,867
235,110
19802,857
156,104
1602,233
4115,378
1812,295
9470,661
32122,774
2090,131
5041,375
2449,250
1129,220
34697,1157
5999,385
5547,468
11801,536
2382,369
934,262
181,59
1416,325
854,197
18076,562
29639,1204
874,216
95,58
4377,300
69223,1767
202,121
44959,1399
3158,391
8265,382
1458,219
939,216
32833,1182
342,145
1478,375
258,129
608,123
1172,134
2412,300
30,15
14,11
9796,416
11651,387
9219,368
3530,326
37,14
993,193
165,121
606,250
1479,217
4581,264
9493,800
7927,553
2858,240
37534,1099
301,79
461,161
3769,389
10649,693
543,195
665,190
12609,935
856,198
3694,365
6209,367
5416,672
2367,372
342,162
6559,454
12600,762
261,150
1417,339
1184,306
274,157
2377,367
4804,557
34381,1162
1659,198
21183,873
6883,706
17755,688
8107,638
1445,315
1670,367
486,148
203,96
21242,1348
1615,329
3819,355
2194,140
5168,592
7091,433
33028,1131
26184,778
1732,233
12330,659
6705,761
252,126
16878,392
1094,185
352,82
240,93
7195,632
18451,1020
12384,600
17781,897
1468,304
860,208
12943,615
104,92
1204,240
8880,373
1323,296
2965,303
24026,1039
712,233
5861,433
109,54
6207,440
975,232
4140,343
13801,576
3979,438
709,191
13625,636
9994,494
155,110
11535,670
633,221
21788,564
584,198
212,104
9841,763
871,200
1648,254
497,213
3720,325
1332,241
249,92
9957,659
557,165
111447,1979
3114,287
161,72
4576,601
2069,193
1431,277
4886,488
276,125
4801,522
1492,282
735,164
7585,546
4403,532
1239,232
437,175
7311,402
29,27
6640,609
530,213
2384,261
3736,427
6835,593
1416,259
24763,949
573,132
326,171
11,9
7366,573
34648,716
5232,541
15,13
7228,642
8268,512
1211,262
5039,273
6214,623
143,79
2755,207
84,35
59,49
25172,822
117,106
1301,100
1492,157
378,174
118,100
21003,1350
216,137
247,150
3432,407
197,129
1963,163
159,121
13128,636
1179,270
327,127
582,244
706,154
175,91
1122,280
30420,1198
12233,513
9583,670
29170,867
5902,558
14595,719
945,234
473,137
2371,312
8053,699
93,56
16743,608
4076,421
16764,1191
7816,443
32575,860
136,62
15574,875
5066,329
2370,341
6611,321
7206,559
10344,664
1639,197
7871,410
4097,267
5967,530
126,79
657,208
916,225
2804,151
6713,316
2623,158
158,80
4932,201
354,165
2010,300
28,17
2870,230
195,73
1275,262
9487,466
1121,211
36162,1462
42055,1408
28,28
1471,303
697,234
2641,336
513,129
12,10
4220,508
17769,688
69,56
5387,671
1987,271
667,155
2381,231
804,229
274,65
5699,410
2385,254
3324,169
45003,1543
4843,346
4086,320
14503,726
7063,615
12083,751
391,174
5421,409
2597,386
210,102
168,68
10113,334
1556,247
19,12
1209,223
888,221
7738,567
485,130
2653,264
558,174
6918,577
1726,224
2965,226
737,107
2588,207
6255,400
759,177
3827,234
8677,585
25745,795
30570,1052
272,100
15833,716
14041,751
18766,940
17464,814
599,155
2102,268
87,51
963,177
5551,349
34722,935
2691,226
1026,237
76,75
18934,922
2419,306
448,169
2139,460
242,143
564,138
24193,966
376,171
34629,1026
579,162
4368,641
972,237
16046,1019
11118,713
11,9
10569,434
193,76
671,178
3635,326
2951,283
4372,323
5352,319
23045,1222
1302,204
375,122
268,118
40,12
23675,940
6002,336
974,256
5242,545
2685,149
33462,772
433,227
58,22
8236,703
567,223
8627,613
6608,582
3024,293
10788,668
232,119
253,107
63,49
1314,128
530,131
38363,1603
3725,489
3841,265
11312,746
3044,276
316,132
4504,244
4695,502
8741,440
8709,656
714,199
2909,175
6130,408
24441,1237
1421,248
353,115
3310,434
2554,316
2477,391
3643,448
1704,185
1232,192
17,12
49772,1491
850,207
8345,391
2850,395
4241,505
2472,313
23237,704
565,120
6276,518
3134,334
650,178
10,8
37341,1120
3574,281
53737,1862
519,141
2083,338
69,56
526,161
3026,396
609,264
1392,281
572,216
1552,255
1693,236
3282,325
630,178
689,90
9955,721
6938,452
129,65
1317,271
4180,316
44,40
1079,249
2402,351
2865,372
4767,308
5041,532
1293,217
5274,539
361,107
4143,491
1149,256
778,202
1553,393
247,153
2742,317
2086,364
259,100
16319,811
989,184
2223,233
2639,401
74523,2199
8626,544
9687,645
2004,333
2047,330
21600,696
1721,209
5693,575
8342,519
26293,1135
5034,344
4829,359
190,100
59425,1453
2096,476
2323,216
5714,509
217,64
348,131
5456,477
1061,302
5606,469
75,63
50,47
2181,313
24084,908
1592,308
86,67
2630,302
2582,381
15,10
2189,275
14425,788
22194,1168
43,40
6757,520
16505,841
4121,378
1975,298
5465,564
112,90
1147,209
1630,332
4033,319
4239,443
1390,229
9383,466
3793,334
10436,436
1636,270
14621,749
1345,166
2290,247
885,160
14269,614
3363,337
11942,721
164,128
10799,687
22671,982
774,243
221,83
344,150
11,11
10178,490
115,62
4126,436
6684,441
566,122
572,182
4873,378
5703,525
7995,595
1683,194
2786,287
25761,823
422,99
6617,510
23022,1077
1233,287
5499,463
10169,647
11469,423
2009,274
5665,424
7025,433
185,69
15006,747
2739,379
1253,157
2911,238
2570,254
2903,250
776,185
6916,456
265,129
4519,556
538,165
1968,393
4343,421
183,70
6760,552
6129,496
35020,1179
890,277
17891,945
4678,590
129704,2499
2289,178
592,210
4789,435
23316,741
59,22
300,159
22,13
4135,481
15216,812
484,127
5092,469
53177,1719
299,97
1506,333
8244,252
493,205
2291,195
231,124
233,107
3829,533
2041,205
3086,353
2741,349
8286,400
5560,408
277,97
691,184
2625,420
108,54
4048,168
15175,535
6550,419
6051,353
108,85
2599,355
6029,486
1892,348
9593,765
6148,321
509,178
3200,525
3509,212
6542,337
1562,222
794,233
16618,663
11581,577
1811,310
3283,475
1825,454
9821,409
51956,2002
7757,645
2678,244
1899,251
2952,281
839,252
865,218
8615,661
130,95
2718,349
17569,1048
529,153
10500,717
1118,183
4705,472
313,93
4111,425
46879,1622
23250,870
4912,502
3392,245
331,158
2184,313
1745,240
276,114
375,83
8895,645
1017,343
2656,387
7175,724
862,231
7410,452
9015,534
9621,351
2375,234
15300,740
14238,584
236,78
225,84
33012,1085
4392,417
4501,447
6375,511
13460,936
13141,776
16779,871
11797,459
1804,245
267,140
1343,275
2124,202
3053,137
19025,1042
25896,745
29429,694
4005,516
1450,363
48989,1307
2488,501
3300,423
3430,400
2659,238
44,40
3215,223
847,340
2526,258
999,175
2045,446
2110,281
236,94
356,164
7825,676
765,191
5819,458
594,206
2255,328
194,90
727,190
14836,703
6779,676
3206,443
11519,521
6253,578
2114,362
3256,470
11,9
2513,302
453,139
8318,626
5625,622
1358,187
906,218
5213,448
3272,400
12382,710
951,322
2994,417
2764,494
3031,326
2748,307
1534,238
657,203
32795,1048
3689,372
850,208
274,74
6546,547
5808,429
39076,1394
2989,167
2880,439
2169,287
2976,465
1290,156
10651,751
1109,243
9878,638
41472,1244
10775,675
181,139
759,191
17329,556
72,54
1667,297
3834,360
10700,698
4330,412
53340,1398
32672,1131
4649,361
17938,586
338,146
3002,438
8985,539
6395,488
1165,280
31012,1246
47,36
3013,301
536,190
198,120
780,200
18738,901
40597,1427
2110,158
18144,719
774,145
6116,469
320,175
5219,431
1155,249
4611,450
5407,561
24214,699
13861,962
8665,494
4713,510
328,159
182,132
13766,801
45,14
181,111
2047,325
3038,389
4421,409
5070,291
7925,608
17698,590
11455,692
3207,364
706,172
26438,1078
828,218
9364,658
13160,745
13963,759
1538,404
4662,319
403,156
12383,586
9355,562
26441,1057
13131,620
1685,267
8794,410
2052,220
391,131
968,255
284,91
274,104
4912,418
4979,230
4663,499
1258,128
15354,875
22536,725
3411,563
4868,256
64844,2069
4394,232
972,233
488,170
474,141
1739,270
2672,385
1806,269
390,177
234,138
6085,363
11500,798
1050,240
2764,365
93,77
775,212
5241,488
5168,316
3532,322
1523,98
6506,243
2968,383
851,269
55,50
18635,713
779,129
1071,132
3814,403
13195,712
1863,325
3882,388
8019,555
10897,733
262,77
92,76
57947,1505
739,176
16512,517
4411,393
418,167
15780,802
12785,599
5638,488
6869,514
14102,928
13393,642
2795,295
5963,412
418,167
26,16
6613,544
94,58
19500,1209
21,16
10152,641
26670,895
3537,193
16928,723
999,270
245,120
11416,318
3384,310
3525,486
9669,716
1655,226
296,57
2003,361
1858,254
3346,326
183,89
5605,502
1029,236
1104,265
654,228
10461,488
17856,841
36829,1328
9670,586
1351,300
1866,199
2508,171
3230,380
2166,257
10756,515
1717,240
227,82
6442,283
655,234
14158,836
21765,953
220,73
454,153
2652,195
692,168
33227,1113
96,57
6868,258
7371,511
786,282
1421,267
57,50
7044,589
371,155
4383,270
81,53
8604,582
13936,592
13635,639
11654,510
1260,258
1791,157
1691,374
4702,397
2159,195
32,30
651,186
9998,460
8756,552
30,26
2005,340
24,17
1791,330
635,170
517,174
3629,367
3817,304
11319,460
26539,980
2288,427
10313,522
3006,549
4478,320
10297,691
5623,455
4839,530
10318,545
57,41
12631,401
6251,592
1184,215
3296,392
117,64
70168,1507
3214,328
618,176
573,150
6318,414
11481,702
3440,281
1271,258
810,110
695,219
246,145
16,16
96,75
57879,1230
1052,99
51612,1394
266,148
167,122
744,183
2077,392
2608,347
115,60
6859,494
6481,729
4639,391
13260,579
48847,1747
7385,708
93,44
13332,981
23098,985
11132,644
13393,479
2046,359
3449,550
812,236
2507,381
142,67
8300,688
3657,312
202,92
26992,1191
534,180
690,208
307,92
266,97
1216,313
12709,715
2498,221
13493,616
812,300
12340,604
15133,780
2293,403
21648,905
2108,366
3765,509
7890,407
5859,752
1113,296
2539,411
1878,349
17138,804
3995,487
9764,562
2137,227
4275,494
6743,408
18494,1002
21861,690
2414,214
3153,559
13839,558
36,32
110,87
174,89
1195,257
3129,297
5249,431
15254,663
59,55
146,87
836,232
28744,1261
1185,276
6666,462
13310,532
2989,495
581,174
30337,1537
12574,528
946,207
2871,402
13166,762
820,256
2094,113
7231,476
2715,427
15473,922
4106,425
66,64
20317,876
15340,819
4613,374
1789,212
4124,303
1348,124
16502,758
11,9
9040,807
10663,600
8698,640
1947,418
2315,216
36,31
6808,534
27,15
12,8
735,267
5969,701
3759,436
450,91
846,165
13,11
1396,275
899,207
646,198
8978,470
2706,417
805,179
4407,523
39,10
862,248
1387,306
5532,518
1000,231
267,66
18643,545
2938,228
116,94
442,103
6583,651
372,179
70,60
15941,668
1603,304
2330,345
37,36
23121,950
592,154
2449,356
453,149
8390,527
17606,737
725,216
874,259
284,109
30830,1047
1453,306
249,150
9694,414
2029,209
1109,280
3069,388
6022,471
15902,685
10111,734
19864,1076
314,122
4353,261
23226,971
2810,467
1289,251
36,23
10774,786
411,147
45472,1264
60,43
198,71
573,140
7503,392
6558,260
25626,828
6899,502
15646,599
1706,323
6454,296
96,59
432,143
24611,1113
28298,950
560,198
2689,421
8112,516
1788,250
11235,758
13965,622
8903,447
1721,428
3450,265
4213,463
1898,399
8671,553
9231,541
13057,649
201,164
3579,342
34,9
195,75
1974,241
120,90
3269,402
6770,374
1313,341
5875,380
2453,334
3178,404
1507,281
1417,294
101701,2011
2310,371
7472,750
147,121
3004,318
21074,1189
20557,1108
6420,248
26,10
2213,269
1016,137
1208,153
179,123
17859,863
5389,513
146,76
46825,1264
89,48
3928,417
531,219
24253,1465
842,209
10049,614
332,173
1427,298
1219,218
7668,847
3752,565
50516,1749
15408,790
27158,1197
3193,249
176,134
196,157
11067,547
1998,278
2073,327
2384,237
1523,307
1086,257
23157,1066
3334,411
2412,374
7059,343
12005,680
17793,881
1300,333
22758,940
12818,652
3756,418
781,156
8710,706
9857,587
20781,991
1446,284
4533,397
15406,669
19,15
5828,577
4438,390
7466,447
10,9
1310,132
798,189
2604,295
2711,346
2456,398
4596,419
2019,215
6556,427
2203,348
2716,498
242,122
2463,379
14,13
8748,375
11599,682
2045,322
1923,414
2294,387
1211,222
50,43
1509,270
23276,1011
779,192
378,175
69,37
143,86
19337,1130
1805,301
1816,393
5908,371
1463,299
79,58
58,46
37475,1240
6706,495
1524,302
12808,603
5014,297
449,130
5183,278
735,294
9824,412
5765,651
17,8
8589,587
25445,1250
1036,212
6150,464
2478,264
1436,304
5004,468
4267,284
455,115
14160,428
1145,243
1261,230
2048,249
3602,357
213,124
2991,384
256,87
534,230
690,232
41,7
257,126
119,89
587,246
6653,481
4619,389
12842,770
291,106
5172,379
4126,366
1398,323
1869,374
1430,318
13,11
15028,1221
26947,1200
80,58
3147,350
3353,490
59,33
945,117
12082,749
7147,311
2202,258
189,127
61,57
8705,796
10420,906
22179,895
4288,391
1641,290
2527,473
3862,271
3945,454
73791,1000
115,71
1419,262
15681,820
4977,449
1249,360
18022,748
228,106
2540,186
26976,1143
23730,1180
857,219
2564,357
10389,571
9641,510
5842,335
7420,545
4561,206
9740,512
11983,499
6635,463
8278,465
20626,844
347,117
5488,365
7486,580
927,282
1822,393
12666,563
1727,132
3881,604
680,208
26581,887
1347,175
440,156
26101,991
86,66
3035,431
2739,297
648,168
1790,288
1850,319
19248,933
80,55
421,163
280,139
1234,213
4975,356
5529,521
2238,338
10672,833
5678,497
51687,1958
2325,373
8800,391
2879,440
783,212
1211,309
2410,343
4642,302
366,131
7086,554
45,36
480,168
588,206
548,122
1507,237
16933,595
5781,180
1663,182
2776,193
1647,285
4219,370
11847,935
152,112
41567,1136
95544,2229
1503,249
1323,319
864,161
4680,484
10368,372
53761,1465
2282,318
793,192
198,142
14773,893
4615,309
19695,702
266,122
561,115
1800,359
842,151
13823,753
1213,350
1526,300
774,168
4130,519
385,143
1630,229
928,115
2180,259
3771,374
370,174
1085,251
6293,575
649,199
765,192
4289,379
983,120
4098,339
283,123
1285,236
2288,133
927,228
6648,508
27182,1281
687,158
5928,468
664,233
5329,614
1257,144
1016,239
3656,363
19190,446
1316,203
5212,513
11363,692
68708,2023
284,61
860,376
823,190
291,142
4014,381
173,50
2474,170
105338,1328
2051,432
1338,243
226,102
9051,680
97,60
40,37
52,48
14404,875
2193,247
1280,189
5169,336
3406,295
5225,378
151,74
28333,911
15788,696
1022,234
4820,606
7282,363
45,28
773,133
212,92
4397,378
1304,241
1361,303
5229,469
11086,503
38582,1359
32644,1402
15247,455
266,83
19903,1083
2738,156
3694,427
3694,351
4042,352
4652,431
20378,805
16548,1191
2400,310
5694,591
658,177
12549,786
2605,245
337,162
13117,733
1681,289
4460,191
630,213
8204,538
7329,553
1924,357
500,222
710,183
2916,305
5949,392
1837,101
8577,447
12853,803
14854,702
49,42
1078,315
9986,659
1219,298
32,16
242,89
3436,457
3166,409
3004,249
63,54
85,84
12664,502
1317,257
2543,247
9242,675
1335,165
11367,663
1217,314
6526,569
5227,609
56,36
364,130
10420,522
829,96
231,74
24023,914
11346,622
1211,326
1652,340
2262,357
311,134
65,58
3166,335
17458,1077
556,171
4033,274
4626,438
13904,852
91,40
3196,455
4263,184
5626,563
10734,806
10327,426
9786,627
4240,334
8287,492
2199,130
10525,817
11463,859
279,108
6225,636
1565,330
42,34
36324,1292
3962,435
1958,357
1520,254
83,76
5591,514
5320,451
16,11
127,64
605,197
983,218
332,150
311,174
3807,300
945,258
1173,205
6905,448
401,158
622,222
5100,285
666,206
1122,150
13932,714
1724,219
976,197
214,141
3587,403
836,229
3657,292
1475,163
7051,633
9199,785
6550,471
4614,523
571,181
761,183
1401,138
1976,266
6890,393
664,184
8210,749
12580,715
30,18
11252,667
1776,389
9917,457
1459,223
9681,283
973,205
229,141
22666,1074
4366,525
10325,495
19180,839
9560,659
20656,963
10128,737
24468,1208
3166,278
11791,584
5185,399
253,97
2922,511
750,196
124,53
4720,322
2859,429
11194,614
558,213
765,190
4996,409
2266,363
5417,444
922,175
4379,280
4249,446
623,187
976,253
3883,358
27198,993
7244,601
7901,468
2690,430
38929,1504
24649,1104
7413,600
9762,665
8461,333
18355,984
1114,351
378,200
19094,1314
111,65
24694,1082
21777,1155
7292,474
588,164
17991,916
458,58
3463,499
1586,328
27965,1057
8547,644
1081,177
4163,412
7396,465
34995,1584
3873,503
901,172
3890,328
10219,394
1163,238
3392,200
1905,303
1261,164
154,107
1733,402
2923,408
616,228
66,18
1534,319
5837,239
4084,444
1189,147
2836,382
42,40
15769,735
1672,395
2673,251
76,69
647,210
641,154
101,52
9703,853
10937,778
19479,1201
4603,365
13232,574
16250,767
271,82
6598,431
6005,320
701,218
3028,449
4516,342
77146,1506
1181,254
4838,542
63,42
9426,561
3421,289
996,279
37,20
2581,186
10572,603
40,27
499,190
303,92
170,121
1813,295
4354,249
6434,427
475,124
107,41
11725,635
6190,392
895,224
5463,320
3139,306
180,114
3874,512
5532,308
22430,1096
577,183
22,15
775,143
11505,448
4344,364
2205,290
626,200
324,176
1140,254
836,218
11072,540
97,54
2641,157
300,122
4713,507
22098,990
2698,331
6750,657
1700,337
154,63
8973,699
5643,373
5302,448
7853,558
7337,425
4917,378
3576,525
23186,1037
2169,437
11972,903
6680,521
582,154
140,90
32,14
4228,458
2466,274
864,242
3399,450
3366,581
10621,742
4760,512
51024,1763
5684,426
6010,648
1359,226
349,175
3004,478
16730,907
565,164
41,38
1112,254
48,44
4058,253
780,238
2209,245
499,142
281,74
15760,589
2570,277
1834,377
9390,413
1425,292
13825,717
11402,611
975,270
6946,432
7562,643
1347,195
14130,986
13232,763
138,51
1809,312
4987,283
582,146
10681,562
62,54
150,94
10400,745
2495,204
365,111
50595,1167
3140,327
454,193
77,48
315,154
1877,438
1224,151
9829,489
235,50
2994,263
6697,356
754,154
7921,381
959,215
442,138
7499,662
10,8
8901,632
12100,793
318,75
944,280
398,186
6016,603
6853,466
34900,1100
14762,1303
609,161
142,90
2178,297
126,91
11123,706
10369,600
1537,346
2838,447
8342,397
378,113
418,143
16550,1071
4238,339
149,124
332,171
4901,567
1519,159
6235,653
537,125
1823,352
5072,531
15258,1030
15688,557
3531,350
39,38
526,90
408,171
257,169
5363,584
45971,1384
4503,585
300,157
3188,326
79,48
5882,382
2132,217
408,183
8783,528
1113,202
8523,599
90,46
1694,204
1460,280
9364,558
107,83
284,168
1766,330
616,150
849,215
12324,571
4618,414
7804,516
47,31
3083,187
8709,590
3511,311
615,102
3367,344
2408,220
693,222
2833,390
12,10
57,38
2491,319
472,154
4361,424
1581,274
11064,682
62,42
1727,136
10739,640
7486,567
1583,230
6675,585
93,46
4147,379
4630,485
1277,254
8027,573
16,14
405,107
3307,393
12810,595
2767,260
27801,794
148,95
1142,238
548,200
4932,482
13223,744
1832,373
51537,1271
1909,405
10436,612
445,106
9968,771
10269,793
7318,385
56,46
4472,374
1095,261
5650,509
9236,587
558,152
1876,256
134,74
6369,582
6913,427
1811,369
17164,848
6020,514
550,180
296,109
20819,642
6708,595
873,148
182,73
66,59
2183,309
2088,303
3361,477
2232,331
5211,379
9737,824
94,55
7757,445
1199,262
3782,510
744,163
8758,400
4780,399
1757,394
45,42
3176,443
367,148
11,9
4977,431
1208,203
50,39
8509,376
1121,149
370,137
2441,241
16603,642
4982,486
12988,531
2647,421
842,246
3567,393
43578,1458
6339,677
4295,391
4708,454
15228,701
20337,971
11696,597
305,116
3926,416
3851,483
38253,1491
1079,213
1361,178
12826,850
717,199
763,131
7396,428
61,48
693,113
178,118
841,167
324,104
11655,745
86,46
80,62
284,125
3826,470
614,183
52,41
90,68
963,235
28751,1186
1536,196
467,176
701,189
1170,237
610,213
6099,379
3728,429
4770,415
14855,441
1723,300
1506,263
10177,397
7106,665
864,185
3217,522
3515,353
2848,422
933,193
11608,751
20378,844
7972,405
4047,268
10762,584
1435,224
3155,379
4156,470
2840,212
2075,207
295,102
4811,298
660,248
9231,495
8487,433
4254,268
3989,451
16812,554
136,64
591,205
635,159
5711,564
23978,1104
23335,711
701,232
1300,230
107,51
2219,163
528,154
1534,268
715,187
1816,240
3943,265
31872,885
1673,386
1855,269
3728,238
4704,512
19783,881
2174,314
2110,277
533,143
2784,243
12019,772
2774,328
13344,792
36361,1479
3795,214
7884,562
484,117
3269,338
2548,301
513,130
1236,183
2169,444
908,256
1918,183
5414,292
2088,331
1713,175
5218,269
7341,466
11361,397
11001,817
18605,847
1306,185
5304,498
1319,230
1364,255
631,87
533,126
436,151
667,231
5391,462
7916,426
71,46
50,41
179,59
321,148
780,194
5267,409
833,222
87,59
3725,317
2675,362
3670,163
538,190
13473,782
8141,580
223,161
1274,215
789,245
81,21
12386,775
3802,230
84,58
2945,242
2027,346
13157,905
8899,687
2389,318
1054,264
6555,592
3633,427
3292,210
8412,495
428,172
370,108
11976,483
1340,267
1483,277
560,124
3151,469
27463,1088
16606,696
1186,342
433,247
1976,129
1484,362
2148,244
1063,260
114,64
69,60
193,147
44618,1903
591,258
373,187
15998,802
2972,368
7676,598
10246,607
882,314
2994,284
1105,239
6829,836
106,88
5658,406
25452,676
9014,624
764,185
4512,360
4565,301
4009,371
1215,138
210,128
7750,640
225,77
1320,282
1167,207
21230,750
3769,528
146,62
2358,404
1183,213
7478,775
4043,500
9256,337
24542,870
5446,305
11113,698
139,61
221,48
14054,472
4104,298
10717,644
3464,218
372,147
531,235
95,53
107,87
407,116
1489,312
53906,1532
6603,677
18117,1149
10056,746
1391,201
11121,845
182,87
21836,981
998,197
422,181
8863,528
8458,491
4731,513
4396,428
591,161
7281,771
2943,333
1286,265
4996,456
12749,686
17305,842
3972,455
471,216
2247,322
439,73
3006,456
197,80
10001,470
364,85
3520,429
3535,495
1031,237
7843,708
38,20
10498,555
2727,114
106,73
1625,281
44330,1151
7815,478
22336,1010
19,8
2480,266
2794,211
25436,677
9557,570
9967,525
5314,397
522,204
49,33
8038,270
3919,158
1256,217
14,10
646,134
1867,341
3771,341
126,112
635,174
2558,192
41,35
1216,202
15211,1012
17047,827
10641,536
10366,697
2546,403
1376,268
7093,772
421,158
15896,756
932,164
405,198
999,188
3173,405
1776,300
795,276
10131,595
17919,836
36,27
194,111
9537,665
2772,321
13898,790
830,218
6295,415
1776,307
864,274
1727,291
18889,982
1852,258
140,111
445,168
259,105
52649,1650
965,215
2239,305
584,208
14575,604
24646,942
16703,458
303,96
11201,536
1429,113
137,59
185,73
2364,372
288,119
4048,247
2662,395
27,18
39611,1456
38321,1404
874,272
2077,242
4504,514
13,9
13512,997
10990,471
22771,755
3583,266
72,59
2017,243
1672,371
9593,762
4097,309
7026,436
78,40
5206,545
7408,721
3447,325
435,171
390,88
23683,1076
416,77
10835,571
2083,365
432,164
5252,411
2278,286
2670,149
90,57
62432,1923
460,151
17697,779
5254,340
2926,222
1058,260
4026,509
7277,549
4455,303
144,60
12802,796
287,143
7908,741
8516,515
5329,568
6243,332
7189,543
6035,584
4551,399
17773,550
32674,1428
99,67
2695,262
3618,362
3169,548
647,190
790,220
4211,264
5672,480
19661,1068
1388,264
3204,488
271,126
14725,777
8563,543
5093,503
734,220
82,66
2410,347
1504,296
342,165
176,123
141,80
10850,724
17617,1106
2174,421
22941,1057
8462,745
627,151
1579,292
12748,519
7032,436
520,235
37,27
895,127
665,169
1342,226
108,87
2728,442
153,132
301,101
4041,297
2692,301
54,44
1187,232
10984,578
96,66
11611,901
31,29
1780,163
641,56
1928,288
2996,346
6003,599
168,99
1555,340
7905,707
617,146
6738,364
11862,923
1487,209
10033,483
8514,710
1806,126
4752,483
7174,571
1072,94
18664,1052
25231,1080
4002,460
4693,473
904,249
1382,313
945,236
476,133
3513,326
753,180
144,60
7523,612
1855,310
4865,316
4357,531
8883,455
7211,751
17570,900
31,20
1276,328
35471,877
1210,212
123,107
345,157
8014,522
1034,237
514,136
1178,279
779,227
1289,289
6231,368
829,209
